"","rownames.merged.gut...RNA....counts."
"22919","PSPC1-AS2"
"22920","PSPC1"
"22921","ZMYM5"
"22922","AL355001.1"
"22923","AL355001.2"
"22924","ZMYM2"
"22925","LINC01072"
"22926","GJA3"
"22927","LINC00556"
"22928","GJB2"
"22929","GJB6"
"22930","CRYL1"
"22931","AL590096.1"
"22932","IFT88"
"22933","AL161772.1"
"22934","IL17D"
"22935","EEF1AKMT1"
"22936","AL512652.1"
"22937","XPO4"
"22938","LATS2"
"22939","LATS2-AS1"
"22940","SAP18"
"22941","SKA3"
"22942","MRPL57"
"22943","LINC01046"
"22944","LINC00539"
"22945","ZDHHC20"
"22946","ZDHHC20-IT1"
"22947","MICU2"
"22948","FGF9"
"22949","LINC00424"
"22950","AL136962.1"
"22951","AL512484.1"
"22952","LINC00621"
"22953","AL157931.1"
"22954","AL157931.2"
"22955","LINC00362"
"22956","SGCG"
"22957","SACS"
"22958","SACS-AS1"
"22959","LINC00327"
"22960","LINC00352"
"22961","TNFRSF19"
"22962","MIPEP"
"22963","PCOTH"
"22964","C1QTNF9B"
"22965","AL445985.2"
"22966","SPATA13"
"22967","AL445985.1"
"22968","SPATA13-AS1"
"22969","C1QTNF9"
"22970","C1QTNF9-AS1"
"22971","LINC00566"
"22972","PARP4"
"22973","AL359538.4"
"22974","AL359538.3"
"22975","ATP12A"
"22976","AL391560.1"
"22977","AL391560.2"
"22978","RNF17"
"22979","CENPJ"
"22980","PABPC3"
"22981","AMER2"
"22982","LINC01053"
"22983","LINC00463"
"22984","LINC01076"
"22985","MTMR6"
"22986","AL590787.1"
"22987","NUP58"
"22988","ATP8A2"
"22989","SHISA2"
"22990","LINC00415"
"22991","RNF6"
"22992","AL138966.2"
"22993","CDK8"
"22994","AL353789.1"
"22995","WASF3"
"22996","WASF3-AS1"
"22997","AL159978.1"
"22998","GPR12"
"22999","AL160035.1"
"23000","USP12"
"23001","USP12-AS1"
"23002","USP12-AS2"
"23003","LINC02340"
"23004","LINC00412"
"23005","RPL21"
"23006","RASL11A"
"23007","LINC01079"
"23008","GTF3A"
"23009","MTIF3"
"23010","LNX2"
"23011","POLR1D"
"23012","AL136439.1"
"23013","GSX1"
"23014","PLUT"
"23015","PDX1"
"23016","LINC00543"
"23017","CDX2"
"23018","URAD"
"23019","FLT3"
"23020","PAN3-AS1"
"23021","PAN3"
"23022","FLT1"
"23023","POMP"
"23024","SLC46A3"
"23025","MTUS2"
"23026","MTUS2-AS2"
"23027","MTUS2-AS1"
"23028","SLC7A1"
"23029","UBL3"
"23030","LINC00297"
"23031","LINC00572"
"23032","LINC00544"
"23033","AL354674.1"
"23034","LINC00365"
"23035","LINC00384"
"23036","LINC00385"
"23037","KATNAL1"
"23038","LINC00427"
"23039","LINC00426"
"23040","AL161893.1"
"23041","LINC01058"
"23042","UBE2L5"
"23043","HMGB1"
"23044","AL353648.1"
"23045","USPL1"
"23046","ALOX5AP"
"23047","LINC00398"
"23048","LINC00545"
"23049","TEX26-AS1"
"23050","MEDAG"
"23051","TEX26"
"23052","AL353680.1"
"23053","LINC01066"
"23054","AL158065.1"
"23055","HSPH1"
"23056","B3GLCT"
"23057","AL161616.2"
"23058","RXFP2"
"23059","AL138708.1"
"23060","FRY"
"23061","FRY-AS1"
"23062","ZAR1L"
"23063","BRCA2"
"23064","N4BP2L1"
"23065","N4BP2L2"
"23066","N4BP2L2-IT2"
"23067","PDS5B"
"23068","AL138820.1"
"23069","LINC00423"
"23070","KL"
"23071","STARD13"
"23072","STARD13-IT1"
"23073","STARD13-AS"
"23074","AL627232.1"
"23075","LINC02344"
"23076","AL138999.2"
"23077","AL138999.1"
"23078","AL139383.1"
"23079","AL161719.1"
"23080","AL139081.1"
"23081","AL139081.2"
"23082","RFC3"
"23083","AL161891.1"
"23084","LINC02343"
"23085","LINC00457"
"23086","AL161716.1"
"23087","AL138690.1"
"23088","NBEA"
"23089","MAB21L1"
"23090","AL390071.1"
"23091","LINC00445"
"23092","DCLK1"
"23093","SOHLH2"
"23094","CCDC169"
"23095","SPART"
"23096","SPART-AS1"
"23097","CCNA1"
"23098","SERTM1"
"23099","RFXAP"
"23100","SMAD9"
"23101","SMAD9-IT1"
"23102","ALG5"
"23103","EXOSC8"
"23104","SUPT20H"
"23105","CSNK1A1L"
"23106","LINC01048"
"23107","LINC00547"
"23108","POSTN"
"23109","TRPC4"
"23110","AL356495.1"
"23111","LINC02334"
"23112","LINC00571"
"23113","UFM1"
"23114","LINC00437"
"23115","LINC00366"
"23116","FREM2"
"23117","FREM2-AS1"
"23118","STOML3"
"23119","PROSER1"
"23120","NHLRC3"
"23121","AL354809.1"
"23122","LHFPL6"
"23123","COG6"
"23124","LINC00598"
"23125","LINC00332"
"23126","FOXO1"
"23127","MRPS31"
"23128","SLC25A15"
"23129","AL590064.1"
"23130","ELF1"
"23131","WBP4"
"23132","KBTBD6"
"23133","AL354696.2"
"23134","KBTBD7"
"23135","MTRF1"
"23136","AL354696.1"
"23137","NAA16"
"23138","RGCC"
"23139","VWA8"
"23140","VWA8-AS1"
"23141","DGKH"
"23142","AL157932.1"
"23143","AKAP11"
"23144","LINC02341"
"23145","TNFSF11"
"23146","FAM216B"
"23147","LINC01050"
"23148","LINC00428"
"23149","EPSTI1"
"23150","DNAJC15"
"23151","LINC00400"
"23152","ENOX1"
"23153","ENOX1-AS2"
"23154","ENOX1-AS1"
"23155","AL161714.1"
"23156","AL162713.2"
"23157","AL162713.1"
"23158","CCDC122"
"23159","AL512506.1"
"23160","LACC1"
"23161","NRAD1"
"23162","LINC00390"
"23163","SMIM2-AS1"
"23164","SMIM2"
"23165","SMIM2-IT1"
"23166","AL589745.2"
"23167","AL589745.1"
"23168","AL138960.1"
"23169","SERP2"
"23170","TUSC8"
"23171","TSC22D1"
"23172","TSC22D1-AS1"
"23173","LINC00407"
"23174","AL356515.1"
"23175","LINC00330"
"23176","NUFIP1"
"23177","AL359706.1"
"23178","GPALPP1"
"23179","GTF2F2"
"23180","KCTD4"
"23181","TPT1"
"23182","AL138963.4"
"23183","TPT1-AS1"
"23184","AL138963.1"
"23185","SLC25A30"
"23186","SLC25A30-AS1"
"23187","COG3"
"23188","ERICH6B"
"23189","LINC01055"
"23190","SPERT"
"23191","SIAH3"
"23192","ZC3H13"
"23193","CPB2-AS1"
"23194","CPB2"
"23195","LCP1"
"23196","LRRC63"
"23197","AL139801.1"
"23198","LINC00563"
"23199","RUBCNL"
"23200","LINC01198"
"23201","AL138686.1"
"23202","LRCH1"
"23203","AL359880.1"
"23204","ESD"
"23205","HTR2A"
"23206","HTR2A-AS1"
"23207","SUCLA2"
"23208","AL138962.1"
"23209","LINC00562"
"23210","AL157369.1"
"23211","SUCLA2-AS1"
"23212","NUDT15"
"23213","AL158196.1"
"23214","MED4"
"23215","MED4-AS1"
"23216","ITM2B"
"23217","RB1-DT"
"23218","RB1"
"23219","AL392048.1"
"23220","LPAR6"
"23221","RCBTB2"
"23222","AL157813.2"
"23223","AL157813.1"
"23224","LINC01077"
"23225","LINC00462"
"23226","CYSLTR2"
"23227","AL161421.1"
"23228","FNDC3A"
"23229","MLNR"
"23230","CDADC1"
"23231","CAB39L"
"23232","SETDB2"
"23233","PHF11"
"23234","RCBTB1"
"23235","ARL11"
"23236","EBPL"
"23237","KPNA3"
"23238","AL136301.1"
"23239","SPRYD7"
"23240","DLEU2"
"23241","TRIM13"
"23242","KCNRG"
"23243","DLEU1"
"23244","AL137060.3"
"23245","AL158195.1"
"23246","DLEU7"
"23247","RNASEH2B-AS1"
"23248","RNASEH2B"
"23249","C13orf42"
"23250","AL157817.1"
"23251","FAM124A"
"23252","SERPINE3"
"23253","INTS6"
"23254","INTS6-AS1"
"23255","WDFY2"
"23256","DHRS12"
"23257","AL162377.1"
"23258","TMEM272"
"23259","CCDC70"
"23260","ATP7B"
"23261","ALG11"
"23262","UTP14C"
"23263","NEK5"
"23264","AL139082.1"
"23265","NEK3"
"23266","LINC02333"
"23267","THSD1"
"23268","VPS36"
"23269","AL359513.1"
"23270","CKAP2"
"23271","LINC00345"
"23272","HNRNPA1L2"
"23273","AL139089.1"
"23274","SUGT1"
"23275","CNMD"
"23276","PCDH8"
"23277","OLFM4"
"23278","LINC01065"
"23279","AL136359.1"
"23280","AL356295.1"
"23281","AL450423.2"
"23282","AL450423.1"
"23283","LINC00558"
"23284","LINC00458"
"23285","AL442636.1"
"23286","AL512655.1"
"23287","AL390964.1"
"23288","LINC02335"
"23289","AL354821.1"
"23290","AL138997.1"
"23291","PRR20A"
"23292","PRR20C"
"23293","PRR20B"
"23294","PRR20D"
"23295","PRR20E"
"23296","PCDH17"
"23297","AL445288.1"
"23298","LINC02338"
"23299","LINC00374"
"23300","AL159156.1"
"23301","DIAPH3"
"23302","DIAPH3-AS1"
"23303","DIAPH3-AS2"
"23304","LINC00434"
"23305","TDRD3"
"23306","LINC00378"
"23307","LINC01442"
"23308","PCDH20"
"23309","LINC02339"
"23310","LINC00358"
"23311","LINC01075"
"23312","LINC01074"
"23313","LINC00459"
"23314","AL445668.1"
"23315","LINC00448"
"23316","AL354810.1"
"23317","LINC00376"
"23318","AL359208.1"
"23319","LINC00395"
"23320","AL445989.1"
"23321","AL445238.2"
"23322","AL445238.1"
"23323","LINC00355"
"23324","LINC01052"
"23325","AL158038.1"
"23326","PCDH9"
"23327","PCDH9-AS1"
"23328","PCDH9-AS2"
"23329","PCDH9-AS3"
"23330","PCDH9-AS4"
"23331","AL160254.1"
"23332","LINC00364"
"23333","AL512452.1"
"23334","AL590027.1"
"23335","LINC00550"
"23336","LINC02342"
"23337","LINC00383"
"23338","KLHL1"
"23339","ATXN8OS"
"23340","AL160391.1"
"23341","LINC00348"
"23342","DACH1"
"23343","MZT1"
"23344","BORA"
"23345","DIS3"
"23346","PIBF1"
"23347","KLF5"
"23348","LINC00393"
"23349","LINC00392"
"23350","KLF12"
"23351","AL159972.1"
"23352","LINC00402"
"23353","AL353660.1"
"23354","AL355390.1"
"23355","LINC00381"
"23356","LINC00347"
"23357","LINC01078"
"23358","TBC1D4"
"23359","AL139230.1"
"23360","COMMD6"
"23361","UCHL3"
"23362","LMO7-AS1"
"23363","LMO7"
"23364","AL137244.1"
"23365","LMO7DN"
"23366","LMO7DN-IT1"
"23367","LINC00561"
"23368","LINC01034"
"23369","AL136441.1"
"23370","AL161717.1"
"23371","AL365394.1"
"23372","KCTD12"
"23373","AC000403.1"
"23374","ACOD1"
"23375","CLN5"
"23376","FBXL3"
"23377","MYCBP2-AS1"
"23378","AC001226.1"
"23379","MYCBP2"
"23380","MYCBP2-AS2"
"23381","AL159158.1"
"23382","SCEL"
"23383","AL137140.1"
"23384","SCEL-AS1"
"23385","SLAIN1"
"23386","EDNRB-AS1"
"23387","EDNRB"
"23388","OBI1-AS1"
"23389","AL139002.1"
"23390","LINC01069"
"23391","LINC00446"
"23392","AL138957.1"
"23393","AL445209.1"
"23394","POU4F1"
"23395","OBI1"
"23396","LINC00331"
"23397","RBM26"
"23398","RBM26-AS1"
"23399","NDFIP2-AS1"
"23400","NDFIP2"
"23401","LINC01068"
"23402","AL136442.1"
"23403","LINC01038"
"23404","LINC00382"
"23405","AL158064.1"
"23406","LINC01080"
"23407","AL137781.1"
"23408","SPRY2"
"23409","AL590807.1"
"23410","LINC00377"
"23411","LINC00564"
"23412","AL353633.1"
"23413","AL445255.1"
"23414","AL353688.1"
"23415","SLITRK1"
"23416","AL355481.1"
"23417","AL590681.1"
"23418","AL445604.1"
"23419","AL162493.1"
"23420","LINC00333"
"23421","AL445588.1"
"23422","AL356313.1"
"23423","LINC00375"
"23424","AL160154.1"
"23425","LINC00351"
"23426","AL356413.1"
"23427","SLITRK6"
"23428","AL354994.1"
"23429","AL445207.1"
"23430","LINC00430"
"23431","AL360267.2"
"23432","AL360267.1"
"23433","MIR4500HG"
"23434","AL355578.1"
"23435","SLITRK5"
"23436","LINC00397"
"23437","AL445647.1"
"23438","LINC00373"
"23439","AL355677.1"
"23440","LINC00433"
"23441","AL445242.1"
"23442","LINC00560"
"23443","LINC00440"
"23444","LINC01047"
"23445","LINC02336"
"23446","LINC01040"
"23447","LINC00353"
"23448","LINC00559"
"23449","LINC01049"
"23450","LINC00410"
"23451","LINC00380"
"23452","LINC00379"
"23453","MIR17HG"
"23454","GPC5"
"23455","AL162456.1"
"23456","GPC5-AS2"
"23457","GPC5-IT1"
"23458","AL356737.2"
"23459","GPC5-AS1"
"23460","LINC00363"
"23461","AL354811.2"
"23462","AL354811.1"
"23463","GPC6"
"23464","AL160159.1"
"23465","GPC6-AS2"
"23466","GPC6-AS1"
"23467","DCT"
"23468","TGDS"
"23469","GPR180"
"23470","LINC00391"
"23471","SOX21-AS1"
"23472","SOX21"
"23473","LINC00557"
"23474","AL139381.1"
"23475","ABCC4"
"23476","CLDN10"
"23477","CLDN10-AS1"
"23478","DZIP1"
"23479","DNAJC3-DT"
"23480","DNAJC3"
"23481","AL138955.1"
"23482","UGGT2"
"23483","HS6ST3"
"23484","AL353581.1"
"23485","OXGR1"
"23486","LINC00456"
"23487","MBNL2"
"23488","AL161430.1"
"23489","AL442067.3"
"23490","RAP2A"
"23491","AL442067.1"
"23492","AL442067.2"
"23493","AL359502.1"
"23494","AL359502.2"
"23495","AL356580.1"
"23496","IPO5"
"23497","FARP1"
"23498","RNF113B"
"23499","AL445223.1"
"23500","AL161896.1"
"23501","FARP1-AS1"
"23502","STK24"
"23503","STK24-AS1"
"23504","SLC15A1"
"23505","DOCK9"
"23506","DOCK9-AS1"
"23507","DOCK9-DT"
"23508","UBAC2-AS1"
"23509","UBAC2"
"23510","GPR18"
"23511","GPR183"
"23512","AL136961.1"
"23513","TM9SF2"
"23514","LINC01232"
"23515","AL139035.1"
"23516","LINC00449"
"23517","LINC01039"
"23518","AL139035.2"
"23519","CLYBL"
"23520","CLYBL-AS2"
"23521","CLYBL-AS1"
"23522","AL137139.2"
"23523","ZIC5"
"23524","AL355338.1"
"23525","ZIC2"
"23526","LINC00554"
"23527","PCCA-DT"
"23528","PCCA"
"23529","AL353697.1"
"23530","PCCA-AS1"
"23531","GGACT"
"23532","AL356966.1"
"23533","AL136526.1"
"23534","TMTC4"
"23535","NALCN-AS1"
"23536","LINC00411"
"23537","NALCN"
"23538","ITGBL1"
"23539","FGF14"
"23540","AL160153.1"
"23541","FGF14-IT1"
"23542","FGF14-AS1"
"23543","FGF14-AS2"
"23544","LINC00555"
"23545","AL158063.1"
"23546","TPP2"
"23547","METTL21C"
"23548","CCDC168"
"23549","LINC00283"
"23550","AL157769.1"
"23551","TEX30"
"23552","POGLUT2"
"23553","BIVM"
"23554","ERCC5"
"23555","AL137246.1"
"23556","AL137246.2"
"23557","SLC10A2"
"23558","AL162717.1"
"23559","LINC01309"
"23560","AL136524.1"
"23561","AL138954.1"
"23562","DAOA-AS1"
"23563","DAOA"
"23564","AL359745.1"
"23565","LINC00343"
"23566","AL138701.2"
"23567","AL139379.1"
"23568","LINC00460"
"23569","EFNB2"
"23570","AL138689.2"
"23571","AL138689.1"
"23572","ARGLU1"
"23573","LINC00551"
"23574","LINC00443"
"23575","AL163534.1"
"23576","AL162574.2"
"23577","AL162574.1"
"23578","AL354741.1"
"23579","FAM155A"
"23580","AL445649.1"
"23581","FAM155A-IT1"
"23582","AL359436.1"
"23583","AL136964.1"
"23584","LIG4"
"23585","ABHD13"
"23586","TNFSF13B"
"23587","AL157762.1"
"23588","AL138694.1"
"23589","MYO16"
"23590","MYO16-AS2"
"23591","MYO16-AS1"
"23592","AL161431.1"
"23593","LINC00370"
"23594","LINC01067"
"23595","LINC00399"
"23596","AL163541.1"
"23597","LINC00676"
"23598","IRS2"
"23599","AL162497.1"
"23600","AL355810.1"
"23601","AL355974.1"
"23602","AL390755.1"
"23603","AL355974.2"
"23604","LINC00396"
"23605","AL390755.3"
"23606","COL4A1"
"23607","COL4A2"
"23608","COL4A2-AS2"
"23609","COL4A2-AS1"
"23610","RAB20"
"23611","AL139385.1"
"23612","NAXD"
"23613","CARS2"
"23614","ING1"
"23615","LINC00567"
"23616","LINC00346"
"23617","ANKRD10"
"23618","ANKRD10-IT1"
"23619","AL442128.2"
"23620","LINC00368"
"23621","AL353704.2"
"23622","ARHGEF7-AS2"
"23623","ARHGEF7"
"23624","ARHGEF7-IT1"
"23625","ARHGEF7-AS1"
"23626","AL353704.1"
"23627","TEX29"
"23628","AL359649.1"
"23629","LINC02337"
"23630","LINC00354"
"23631","SOX1-OT"
"23632","SOX1"
"23633","AL356961.1"
"23634","LINC00404"
"23635","LINC01070"
"23636","LINC01043"
"23637","LINC01044"
"23638","SPACA7"
"23639","TUBGCP3"
"23640","AL139384.2"
"23641","ATP11AUN"
"23642","AL139384.1"
"23643","ATP11A"
"23644","ATP11A-AS1"
"23645","AL356752.1"
"23646","MCF2L"
"23647","AL356740.1"
"23648","MCF2L-AS1"
"23649","AL356740.2"
"23650","AL356740.3"
"23651","F7"
"23652","F10"
"23653","F10-AS1"
"23654","AL137002.2"
"23655","PROZ"
"23656","AL137002.1"
"23657","PCID2"
"23658","CUL4A"
"23659","LAMP1"
"23660","GRTP1"
"23661","AL136221.1"
"23662","GRTP1-AS1"
"23663","ADPRHL1"
"23664","DCUN1D2"
"23665","DCUN1D2-AS"
"23666","TMCO3"
"23667","AL442125.2"
"23668","AL442125.1"
"23669","TFDP1"
"23670","ATP4B"
"23671","GRK1"
"23672","TMEM255B"
"23673","GAS6-AS1"
"23674","GAS6"
"23675","GAS6-DT"
"23676","BX072579.1"
"23677","LINC00454"
"23678","BX072579.2"
"23679","LINC00452"
"23680","LINC00565"
"23681","C13orf46"
"23682","RASA3"
"23683","RASA3-IT1"
"23684","CFAP97D2"
"23685","AL160396.1"
"23686","CDC16"
"23687","AL160396.2"
"23688","UPF3A"
"23689","CHAMP1"
"23690","LINC01054"
"23691","CR383656.10"
"23692","OR11H12"
"23693","LINC02297"
"23694","CR383656.12"
"23695","AL929601.1"
"23696","AL929601.2"
"23697","POTEM"
"23698","AL929601.3"
"23699","AL589182.1"
"23700","AL589743.4"
"23701","AL589743.1"
"23702","LINC01297"
"23703","POTEG"
"23704","AL512624.2"
"23705","AL512310.10"
"23706","AL512310.9"
"23707","AL512310.2"
"23708","OR11H2"
"23709","OR4N2"
"23710","OR4Q3"
"23711","OR4M1"
"23712","OR4K2"
"23713","OR4K5"
"23714","OR4K1"
"23715","OR4K15"
"23716","OR4K14"
"23717","OR4K13"
"23718","OR4L1"
"23719","OR4K17"
"23720","OR4N5"
"23721","OR11G2"
"23722","OR11H6"
"23723","OR11H4"
"23724","TTC5"
"23725","AL356019.2"
"23726","AL356019.1"
"23727","CCNB1IP1"
"23728","AL355075.6"
"23729","AL355075.4"
"23730","PARP2"
"23731","AL355075.1"
"23732","TEP1"
"23733","KLHL33"
"23734","OSGEP"
"23735","AL355075.2"
"23736","APEX1"
"23737","PIP4P1"
"23738","PNP"
"23739","AL355075.3"
"23740","RNASE10"
"23741","RNASE9"
"23742","RNASE11"
"23743","AL163195.2"
"23744","RNASE12"
"23745","OR6S1"
"23746","ANG"
"23747","RNASE4"
"23748","AL163636.1"
"23749","EDDM3A"
"23750","EDDM3B"
"23751","RNASE6"
"23752","AL133371.2"
"23753","RNASE1"
"23754","AL133371.3"
"23755","AL133371.1"
"23756","RNASE3"
"23757","AL355922.4"
"23758","AL355922.3"
"23759","AL355922.1"
"23760","RNASE2"
"23761","METTL17"
"23762","AL161668.3"
"23763","SLC39A2"
"23764","NDRG2"
"23765","TPPP2"
"23766","AL161668.4"
"23767","AL161668.2"
"23768","RNASE13"
"23769","RNASE7"
"23770","RNASE8"
"23771","ARHGEF40"
"23772","ZNF219"
"23773","TMEM253"
"23774","AL161668.1"
"23775","OR5AU1"
"23776","LINC00641"
"23777","HNRNPC"
"23778","RPGRIP1"
"23779","SUPT16H"
"23780","AL135744.1"
"23781","CHD8"
"23782","RAB2B"
"23783","TOX4"
"23784","METTL3"
"23785","SALL2"
"23786","AL161747.2"
"23787","OR10G3"
"23788","TRAV1-1"
"23789","OR10G2"
"23790","TRAV1-2"
"23791","OR4E2"
"23792","OR4E1"
"23793","TRAV2"
"23794","AC243972.1"
"23795","TRAV3"
"23796","TRAV4"
"23797","TRAV5"
"23798","TRAV6"
"23799","TRAV7"
"23800","TRAV8-1"
"23801","TRAV9-1"
"23802","TRAV10"
"23803","TRAV11"
"23804","TRAV12-1"
"23805","TRAV8-2"
"23806","TRAV8-3"
"23807","TRAV13-1"
"23808","TRAV12-2"
"23809","TRAV8-4"
"23810","TRAV8-5"
"23811","TRAV13-2"
"23812","TRAV14DV4"
"23813","TRAV9-2"
"23814","TRAV15"
"23815","TRAV12-3"
"23816","TRAV8-6"
"23817","TRAV16"
"23818","TRAV17"
"23819","TRAV18"
"23820","TRAV19"
"23821","TRAV20"
"23822","TRAV21"
"23823","TRAV22"
"23824","TRAV23DV6"
"23825","TRDV1"
"23826","TRAV24"
"23827","TRAV25"
"23828","TRAV26-1"
"23829","TRAV8-7"
"23830","TRAV27"
"23831","TRAV28"
"23832","TRAV29DV5"
"23833","TRAV30"
"23834","TRAV31"
"23835","TRAV32"
"23836","TRAV33"
"23837","AC244502.1"
"23838","TRAV26-2"
"23839","TRAV34"
"23840","TRAV35"
"23841","TRAV36DV7"
"23842","TRAV37"
"23843","TRAV38-1"
"23844","TRAV38-2DV8"
"23845","TRAV39"
"23846","TRAV40"
"23847","TRAV41"
"23848","AC244502.3"
"23849","TRDV2"
"23850","TRDD1"
"23851","TRDD2"
"23852","TRDD3"
"23853","TRDJ1"
"23854","TRDJ4"
"23855","TRDJ2"
"23856","TRDJ3"
"23857","TRDC"
"23858","TRDV3"
"23859","TRAJ61"
"23860","TRAJ60"
"23861","TRAJ59"
"23862","TRAJ58"
"23863","TRAJ57"
"23864","TRAJ56"
"23865","TRAJ55"
"23866","TRAJ54"
"23867","TRAJ53"
"23868","TRAJ52"
"23869","TRAJ51"
"23870","TRAJ50"
"23871","TRAJ49"
"23872","TRAJ48"
"23873","TRAJ47"
"23874","TRAJ46"
"23875","TRAJ45"
"23876","TRAJ44"
"23877","TRAJ43"
"23878","TRAJ42"
"23879","TRAJ41"
"23880","TRAJ40"
"23881","TRAJ39"
"23882","TRAJ38"
"23883","TRAJ37"
"23884","TRAJ36"
"23885","TRAJ35"
"23886","TRAJ34"
"23887","TRAJ33"
"23888","TRAJ32"
"23889","TRAJ31"
"23890","TRAJ30"
"23891","TRAJ29"
"23892","TRAJ28"
"23893","TRAJ27"
"23894","TRAJ26"
"23895","TRAJ25"
"23896","TRAJ24"
"23897","TRAJ23"
"23898","TRAJ22"
"23899","TRAJ21"
"23900","TRAJ20"
"23901","TRAJ19"
"23902","TRAJ18"
"23903","TRAJ17"
"23904","TRAJ16"
"23905","TRAJ14"
"23906","TRAJ13"
"23907","TRAJ12"
"23908","TRAJ11"
"23909","TRAJ10"
"23910","TRAJ9"
"23911","TRAJ8"
"23912","TRAJ7"
"23913","TRAJ6"
"23914","TRAJ5"
"23915","TRAJ4"
"23916","TRAJ3"
"23917","TRAJ2"
"23918","TRAJ1"
"23919","TRAC"
"23920","LINC02332"
"23921","AC243965.1"
"23922","DAD1"
"23923","AC243965.2"
"23924","ABHD4"
"23925","OR6J1"
"23926","AL160314.2"
"23927","OXA1L"
"23928","SLC7A7"
"23929","MRPL52"
"23930","MMP14"
"23931","LRP10"
"23932","REM2"
"23933","RBM23"
"23934","PRMT5-AS1"
"23935","PRMT5"
"23936","AL132780.1"
"23937","HAUS4"
"23938","AJUBA"
"23939","AL132780.2"
"23940","C14orf93"
"23941","PSMB5"
"23942","PSMB11"
"23943","CDH24"
"23944","ACIN1"
"23945","C14orf119"
"23946","LMLN2"
"23947","CEBPE"
"23948","SLC7A8"
"23949","RNF212B"
"23950","HOMEZ"
"23951","PPP1R3E"
"23952","BCL2L2"
"23953","BCL2L2-PABPN1"
"23954","PABPN1"
"23955","SLC22A17"
"23956","EFS"
"23957","AL049829.2"
"23958","IL25"
"23959","CMTM5"
"23960","MYH6"
"23961","MYH7"
"23962","AL132855.1"
"23963","NGDN"
"23964","ZFHX2-AS1"
"23965","ZFHX2"
"23966","AL135999.2"
"23967","THTPA"
"23968","AP1G2"
"23969","AL135999.1"
"23970","JPH4"
"23971","AL135999.3"
"23972","DHRS2"
"23973","AL160237.1"
"23974","AL136419.2"
"23975","LINC00596"
"23976","DHRS4-AS1"
"23977","DHRS4"
"23978","DHRS4L2"
"23979","AL136419.3"
"23980","CARMIL3"
"23981","CPNE6"
"23982","NRL"
"23983","PCK2"
"23984","DCAF11"
"23985","FITM1"
"23986","PSME1"
"23987","EMC9"
"23988","AL136295.2"
"23989","PSME2"
"23990","RNF31"
"23991","IRF9"
"23992","REC8"
"23993","IPO4"
"23994","AL136295.17"
"23995","TM9SF1"
"23996","AL136295.6"
"23997","AL136295.7"
"23998","TSSK4"
"23999","CHMP4A"
"24000","MDP1"
"24001","NEDD8"
"24002","GMPR2"
"24003","TINF2"
"24004","TGM1"
"24005","RABGGTA"
"24006","AL096870.8"
"24007","AL096870.6"
"24008","DHRS1"
"24009","NOP9"
"24010","CIDEB"
"24011","LTB4R2"
"24012","LTB4R"
"24013","ADCY4"
"24014","RIPK3"
"24015","NFATC4"
"24016","NYNRIN"
"24017","CBLN3"
"24018","KHNYN"
"24019","SDR39U1"
"24020","AL132800.1"
"24021","CMA1"
"24022","CTSG"
"24023","AL136018.1"
"24024","GZMH"
"24025","GZMB"
"24026","STXBP6"
"24027","AL161663.2"
"24028","AL161663.1"
"24029","LINC02286"
"24030","LINC02306"
"24031","AL132633.1"
"24032","NOVA1"
"24033","AL079343.1"
"24034","LINC02588"
"24035","AL110292.1"
"24036","LINC02294"
"24037","LINC02293"
"24038","AL132718.1"
"24039","MIR4307HG"
"24040","LINC00645"
"24041","AL139023.1"
"24042","LINC02300"
"24043","FOXG1-AS1"
"24044","FOXG1"
"24045","LINC01551"
"24046","LINC02282"
"24047","LINC02281"
"24048","LINC02327"
"24049","LINC02326"
"24050","AL135878.1"
"24051","AL133166.1"
"24052","AL158058.1"
"24053","AL158058.2"
"24054","PRKD1"
"24055","AL356756.1"
"24056","AL355053.1"
"24057","AL133372.3"
"24058","AL133372.2"
"24059","G2E3-AS1"
"24060","G2E3"
"24061","SCFD1"
"24062","AL121852.1"
"24063","COCH"
"24064","AL049830.3"
"24065","STRN3"
"24066","AP4S1"
"24067","HECTD1"
"24068","AL136418.1"
"24069","HEATR5A"
"24070","AL139353.2"
"24071","DTD2"
"24072","GPR33"
"24073","NUBPL"
"24074","AL163973.3"
"24075","AL163973.2"
"24076","AL355112.1"
"24077","LINC02313"
"24078","AL352984.1"
"24079","ARHGAP5-AS1"
"24080","ARHGAP5"
"24081","AL161665.1"
"24082","AL161665.2"
"24083","AKAP6"
"24084","AL136298.1"
"24085","NPAS3"
"24086","AL161851.1"
"24087","AL161851.2"
"24088","EGLN3"
"24089","EGLN3-AS1"
"24090","SPTSSA"
"24091","EAPP"
"24092","AL445363.1"
"24093","AL445363.2"
"24094","SNX6"
"24095","CFL2"
"24096","BAZ1A"
"24097","AL121603.2"
"24098","SRP54"
"24099","FAM177A1"
"24100","PPP2R3C"
"24101","PRORP"
"24102","PSMA6"
"24103","AL133163.2"
"24104","NFKBIA"
"24105","AL133163.3"
"24106","INSM2"
"24107","RALGAPA1"
"24108","AL162311.3"
"24109","BRMS1L"
"24110","AL162311.1"
"24111","AL133304.3"
"24112","AL133304.1"
"24113","AL133304.2"
"24114","LINC00609"
"24115","PTCSC3"
"24116","AL162511.1"
"24117","MBIP"
"24118","AL132857.1"
"24119","SFTA3"
"24120","NKX2-1"
"24121","NKX2-1-AS1"
